# List of crossterms parameters to be used in the Crossterms excluded-volume HRG model
# Only particle pairs with a non-zero eigenvolume parameter are listed here
#         pdg_i          pdg_j   b_{ij}[fm^3]
          -3218          -1214              1
          -3218          -3324              1
          -3218         -22112              1
          -3218         -22212              1
          -3218          -3314              1
          -3218         -31114              1
          -3218         -32224              1
          -3218         -32214              1
          -3218         -32114              1
          -3218         -23122              1
          -3218          -2122              1
          -3218          -2222              1
          -3218          -1112              1
          -3218          -1212              1
          -3218         -32112              1
          -3218         -32212              1
          -3218         -13212              1
          -3218         -13112              1
          -3218         -13222              1
          -3218         -13214              1
          -3218         -13224              1
          -3218         -33122              1
          -3218         -13114              1
          -3218          -3334              1
          -3218          -2216              1
          -3218          -2116              1
          -3218         -12116              1
          -3218         -12216              1
          -3218         -23314              1
          -3218         -23324              1
          -3218         -13124              1
          -3218         -11114              1
          -3218         -12214              1
          -3218         -22124              1
          -3218         -12224              1
          -3218         -21214              1
          -3218         -12114              1
          -3218         -42212              1
          -3218         -42112              1
          -3218         -31214              1
          -3218         -32124              1
          -3218         -23222              1
          -3218         -23212              1
          -3218         -23112              1
          -3218          -3216              1
          -3218          -3116              1
          -3218          -3226              1
          -3218         -43122              1
          -3218         -53122              1
          -3218          -3126              1
          -3218         -13324              1
          -3218         -13314              1
          -3218         -13126              1
          -3218       -2111875              1
          -3218       -2211875              1
          -3218    -1000010020        1.44275
          -3218         -23124              1
          -3218       -2211900              1
          -3218       -2111900              1
          -3218          -1116              1
          -3218          -2126              1
          -3218          -2226              1
          -3218          -1216              1
          -3218         -22122              1
          -3218         -21112              1
          -3218         -21212              1
          -3218         -22222              1
          -3218         -13216              1
          -3218         -13226              1
          -3218         -13116              1
          -3218         -22114              1
          -3218         -22214              1
          -3218         -21114              1
          -3218         -22224              1
          -3218         -12226              1
          -3218         -11116              1
          -3218         -11216              1
          -3218         -12126              1
          -3218         -23214              1
          -3218         -23224              1
          -3218         -23114              1
          -3218          -2218              1
          -3218          -1118              1
          -3218          -2228              1
          -3218          -2118              1
          -3218         -33314              1
          -3218         -33324              1
          -3218          -3316              1
          -3218          -3326              1
          -3218          -3118              1
          -3218          -3218              1
          -3218          -3228              1
          -3218    -1010000020        1.44275
          -3218          -3128              1
          -3218         -23126              1
          -3218          -1218              1
          -3218          -2128              1
          -3218            -92              1
          -3218            -91              1
          -3218    -1020000020        1.44275
          -3218         -33214              1
          -3218         -33114              1
          -3218            -94              1
          -3218         -33224              1
          -3218            -93              1
          -3218         -13334              1
          -3218    -1010010020        1.44275
          -3218           -911              1
          -3218            -99              1
          -3218           -910              1
          -3218            -98              1
          -3218            -97              1
          -3218            -95              1
          -3218            -96              1
          -3218    -1000020030        1.82088
          -3218    -1000010030        1.82088
          -3218    -1010010030        1.82088
          -3218    -1000020040        2.16522
          -3218    -1010020040        2.16522
          -3218    -1010010040        2.16522
          -3218    -1010020050        2.48775
          -3228          -2212              1
          -3228          -2112              1
          -3228          -3122              1
          -3228          -3222              1
          -3228          -3212              1
          -3228          -3112              1
          -3228          -2224              1
          -3228          -1114              1
          -3228          -2214              1
          -3228          -2114              1
          -3228          -3322              1
          -3228          -3312              1
          -3228          -3224              1
          -3228          -3214              1
          -3228          -3114              1
          -3228         -13122              1
          -3228         -12212              1
          -3228         -12112              1
          -3228          -3124              1
          -3228          -2124              1
          -3228          -1214              1
          -3228          -3324              1
          -3228         -22112              1
          -3228         -22212              1
          -3228          -3314              1
          -3228         -31114              1
          -3228         -32224              1
          -3228         -32214              1
          -3228         -32114              1
          -3228         -23122              1
          -3228          -2122              1
          -3228          -2222              1
          -3228          -1112              1
          -3228          -1212              1
          -3228         -32112              1
          -3228         -32212              1
          -3228         -13212              1
          -3228         -13112              1
          -3228         -13222              1
          -3228         -13214              1
          -3228         -13224              1
          -3228         -33122              1
          -3228         -13114              1
          -3228          -3334              1
          -3228          -2216              1
          -3228          -2116              1
          -3228         -12116              1
          -3228         -12216              1
          -3228         -23314              1
          -3228         -23324              1
          -3228         -13124              1
          -3228         -11114              1
          -3228         -12214              1
          -3228         -22124              1
          -3228         -12224              1
          -3228         -21214              1
          -3228         -12114              1
          -3228         -42212              1
          -3228         -42112              1
          -3228         -31214              1
          -3228         -32124              1
          -3228         -23222              1
          -3228         -23212              1
          -3228         -23112              1
          -3228          -3216              1
          -3228          -3116              1
          -3228          -3226              1
          -3228         -43122              1
          -3228         -53122              1
          -3228          -3126              1
          -3228         -13324              1
          -3228         -13314              1
          -3228         -13126              1
          -3228       -2111875              1
          -3228       -2211875              1
          -3228    -1000010020        1.44275
          -3228         -23124              1
          -3228       -2211900              1
          -3228       -2111900              1
          -3228          -1116              1
          -3228          -2126              1
          -3228          -2226              1
          -3228          -1216              1
          -3228         -22122              1
          -3228         -21112              1
          -3228         -21212              1
          -3228         -22222              1
          -3228         -13216              1
          -3228         -13226              1
          -3228         -13116              1
          -3228         -22114              1
          -3228         -22214              1
          -3228         -21114              1
          -3228         -22224              1
          -3228         -12226              1
          -3228         -11116              1
          -3228         -11216              1
          -3228         -12126              1
          -3228         -23214              1
          -3228         -23224              1
          -3228         -23114              1
          -3228          -2218              1
          -3228          -1118              1
          -3228          -2228              1
          -3228          -2118              1
          -3228         -33314              1
          -3228         -33324              1
          -3228          -3316              1
          -3228          -3326              1
          -3228          -3118              1
          -3228          -3218              1
          -3228          -3228              1
          -3228    -1010000020        1.44275
          -3228          -3128              1
          -3228         -23126              1
          -3228          -1218              1
          -3228          -2128              1
          -3228            -92              1
          -3228            -91              1
          -3228    -1020000020        1.44275
          -3228         -33214              1
          -3228         -33114              1
          -3228            -94              1
          -3228         -33224              1
          -3228            -93              1
          -3228         -13334              1
          -3228    -1010010020        1.44275
          -3228           -911              1
          -3228            -99              1
          -3228           -910              1
          -3228            -98              1
          -3228            -97              1
          -3228            -95              1
          -3228            -96              1
          -3228    -1000020030        1.82088
          -3228    -1000010030        1.82088
          -3228    -1010010030        1.82088
          -3228    -1000020040        2.16522
          -3228    -1010020040        2.16522
          -3228    -1010010040        2.16522
          -3228    -1010020050        2.48775
           3228           2212              1
           3228           2112              1
           3228           3122              1
           3228           3222              1
           3228           3212              1
           3228           3112              1
           3228           2224              1
           3228           1114              1
           3228           2214              1
           3228           2114              1
           3228           3322              1
           3228           3312              1
           3228           3224              1
           3228           3214              1
           3228           3114              1
           3228          13122              1
           3228          12212              1
           3228          12112              1
           3228           3124              1
           3228           2124              1
           3228           1214              1
           3228           3324              1
           3228          22112              1
           3228          22212              1
           3228           3314              1
           3228          32224              1
           3228          32214              1
           3228          32114              1
           3228          31114              1
           3228          23122              1
           3228           2122              1
           3228           2222              1
           3228           1112              1
           3228           1212              1
           3228          32112              1
           3228          32212              1
           3228          13212              1
           3228          13222              1
           3228          13112              1
           3228          13114              1
           3228          13224              1
           3228          13214              1
           3228          33122              1
           3228           3334              1
           3228           2116              1
           3228           2216              1
           3228          12116              1
           3228          12216              1
           3228          23324              1
           3228          13124              1
           3228          23314              1
           3228          12214              1
           3228          22124              1
           3228          12224              1
           3228          21214              1
           3228          12114              1
           3228          11114              1
           3228          42212              1
           3228          42112              1
           3228          32124              1
           3228          31214              1
           3228          23212              1
           3228          23112              1
           3228          23222              1
           3228           3116              1
           3228           3216              1
           3228           3226              1
           3228          43122              1
           3228          53122              1
           3228           3126              1
           3228          13324              1
           3228          13314              1
           3228          13126              1
           3228        2211875              1
           3228        2111875              1
           3228     1000010020        1.44275
           3228          23124              1
           3228        2111900              1
           3228        2211900              1
           3228           1116              1
           3228           2126              1
           3228           2226              1
           3228           1216              1
           3228          22222              1
           3228          21112              1
           3228          22122              1
           3228          21212              1
           3228          13216              1
           3228          13226              1
           3228          13116              1
           3228          22224              1
           3228          22114              1
           3228          22214              1
           3228          21114              1
           3228          11116              1
           3228          12226              1
           3228          11216              1
           3228          12126              1
           3228          23114              1
           3228          23224              1
           3228          23214              1
           3228           1118              1
           3228           2228              1
           3228           2118              1
           3228          33314              1
           3228          33324              1
           3228           2218              1
           3228           3326              1
           3228           3316              1
           3228           3118              1
           3228           3218              1
           3228           3228              1
           3228     1010000020        1.44275
           3228           3128              1
           3228          23126              1
           3228           1218              1
           3228           2128              1
           3228             91              1
           3228             92              1
           3228     1020000020        1.44275
           3228          33114              1
           3228          33214              1
           3228          33224              1
           3228             93              1
           3228             94              1
           3228          13334              1
           3228     1010010020        1.44275
           3228            911              1
           3228             99              1
           3228            910              1
           3228             97              1
           3228             98              1
           3228             95              1
           3228             96              1
           3228     1000020030        1.82088
           3228     1000010030        1.82088
           3228     1010010030        1.82088
           3228     1000020040        2.16522
           3228     1010020040        2.16522
           3228     1010010040        2.16522
           3228     1010020050        2.48775
    -1010000020          -2212        1.44275
    -1010000020          -2112        1.44275
    -1010000020          -3122        1.44275
    -1010000020          -3222        1.44275
    -1010000020          -3212        1.44275
    -1010000020          -3112        1.44275
    -1010000020          -2224        1.44275
    -1010000020          -1114        1.44275
    -1010000020          -2214        1.44275
    -1010000020          -2114        1.44275
    -1010000020          -3322        1.44275
    -1010000020          -3312        1.44275
    -1010000020          -3224        1.44275
    -1010000020          -3214        1.44275
    -1010000020          -3114        1.44275
    -1010000020         -13122        1.44275
    -1010000020         -12212        1.44275
    -1010000020         -12112        1.44275
    -1010000020          -3124        1.44275
    -1010000020          -2124        1.44275
    -1010000020          -1214        1.44275
    -1010000020          -3324        1.44275
    -1010000020         -22112        1.44275
    -1010000020         -22212        1.44275
    -1010000020          -3314        1.44275
    -1010000020         -31114        1.44275
    -1010000020         -32224        1.44275
    -1010000020         -32214        1.44275
    -1010000020         -32114        1.44275
    -1010000020         -23122        1.44275
    -1010000020          -2122        1.44275
    -1010000020          -2222        1.44275
    -1010000020          -1112        1.44275
    -1010000020          -1212        1.44275
    -1010000020         -32112        1.44275
    -1010000020         -32212        1.44275
    -1010000020         -13212        1.44275
    -1010000020         -13112        1.44275
    -1010000020         -13222        1.44275
    -1010000020         -13214        1.44275
    -1010000020         -13224        1.44275
    -1010000020         -33122        1.44275
    -1010000020         -13114        1.44275
    -1010000020          -3334        1.44275
    -1010000020          -2216        1.44275
    -1010000020          -2116        1.44275
    -1010000020         -12116        1.44275
    -1010000020         -12216        1.44275
    -1010000020         -23314        1.44275
    -1010000020         -23324        1.44275
    -1010000020         -13124        1.44275
    -1010000020         -11114        1.44275
    -1010000020         -12214        1.44275
    -1010000020         -22124        1.44275
    -1010000020         -12224        1.44275
    -1010000020         -21214        1.44275
    -1010000020         -12114        1.44275
    -1010000020         -42212        1.44275
    -1010000020         -42112        1.44275
    -1010000020         -31214        1.44275
    -1010000020         -32124        1.44275
    -1010000020         -23222        1.44275
    -1010000020         -23212        1.44275
    -1010000020         -23112        1.44275
    -1010000020          -3216        1.44275
    -1010000020          -3116        1.44275
    -1010000020          -3226        1.44275
    -1010000020         -43122        1.44275
    -1010000020         -53122        1.44275
    -1010000020          -3126        1.44275
    -1010000020         -13324        1.44275
    -1010000020         -13314        1.44275
    -1010000020         -13126        1.44275
    -1010000020       -2111875        1.44275
    -1010000020       -2211875        1.44275
    -1010000020    -1000010020              2
    -1010000020         -23124        1.44275
    -1010000020       -2211900        1.44275
    -1010000020       -2111900        1.44275
    -1010000020          -1116        1.44275
    -1010000020          -2126        1.44275
    -1010000020          -2226        1.44275
    -1010000020          -1216        1.44275
    -1010000020         -22122        1.44275
    -1010000020         -21112        1.44275
    -1010000020         -21212        1.44275
    -1010000020         -22222        1.44275
    -1010000020         -13216        1.44275
    -1010000020         -13226        1.44275
    -1010000020         -13116        1.44275
    -1010000020         -22114        1.44275
    -1010000020         -22214        1.44275
    -1010000020         -21114        1.44275
    -1010000020         -22224        1.44275
    -1010000020         -12226        1.44275
    -1010000020         -11116        1.44275
    -1010000020         -11216        1.44275
    -1010000020         -12126        1.44275
    -1010000020         -23214        1.44275
    -1010000020         -23224        1.44275
    -1010000020         -23114        1.44275
    -1010000020          -2218        1.44275
    -1010000020          -1118        1.44275
    -1010000020          -2228        1.44275
    -1010000020          -2118        1.44275
    -1010000020         -33314        1.44275
    -1010000020         -33324        1.44275
    -1010000020          -3316        1.44275
    -1010000020          -3326        1.44275
    -1010000020          -3118        1.44275
    -1010000020          -3218        1.44275
    -1010000020          -3228        1.44275
    -1010000020    -1010000020              2
    -1010000020          -3128        1.44275
    -1010000020         -23126        1.44275
    -1010000020          -1218        1.44275
    -1010000020          -2128        1.44275
    -1010000020            -92        1.44275
    -1010000020            -91        1.44275
    -1010000020    -1020000020              2
    -1010000020         -33214        1.44275
    -1010000020         -33114        1.44275
    -1010000020            -94        1.44275
    -1010000020         -33224        1.44275
    -1010000020            -93        1.44275
    -1010000020         -13334        1.44275
    -1010000020    -1010010020              2
    -1010000020           -911        1.44275
    -1010000020            -99        1.44275
    -1010000020           -910        1.44275
    -1010000020            -98        1.44275
    -1010000020            -97        1.44275
    -1010000020            -95        1.44275
    -1010000020            -96        1.44275
    -1010000020    -1000020030        2.46631
    -1010000020    -1000010030        2.46631
    -1010000020    -1010010030        2.46631
    -1010000020    -1000020040        2.88549
    -1010000020    -1010020040        2.88549
    -1010000020    -1010010040        2.88549
    -1010000020    -1010020050        3.27442
     1010000020           2212        1.44275
     1010000020           2112        1.44275
     1010000020           3122        1.44275
     1010000020           3222        1.44275
     1010000020           3212        1.44275
     1010000020           3112        1.44275
     1010000020           2224        1.44275
     1010000020           1114        1.44275
     1010000020           2214        1.44275
     1010000020           2114        1.44275
     1010000020           3322        1.44275
     1010000020           3312        1.44275
     1010000020           3224        1.44275
     1010000020           3214        1.44275
     1010000020           3114        1.44275
     1010000020          13122        1.44275
     1010000020          12212        1.44275
     1010000020          12112        1.44275
     1010000020           3124        1.44275
     1010000020           2124        1.44275
     1010000020           1214        1.44275
     1010000020           3324        1.44275
     1010000020          22112        1.44275
     1010000020          22212        1.44275
     1010000020           3314        1.44275
     1010000020          32224        1.44275
     1010000020          32214        1.44275
     1010000020          32114        1.44275
     1010000020          31114        1.44275
     1010000020          23122        1.44275
     1010000020           2122        1.44275
     1010000020           2222        1.44275
     1010000020           1112        1.44275
     1010000020           1212        1.44275
     1010000020          32112        1.44275
     1010000020          32212        1.44275
     1010000020          13212        1.44275
     1010000020          13222        1.44275
     1010000020          13112        1.44275
     1010000020          13114        1.44275
     1010000020          13224        1.44275
     1010000020          13214        1.44275
     1010000020          33122        1.44275
     1010000020           3334        1.44275
     1010000020           2116        1.44275
     1010000020           2216        1.44275
     1010000020          12116        1.44275
     1010000020          12216        1.44275
     1010000020          23324        1.44275
     1010000020          13124        1.44275
     1010000020          23314        1.44275
     1010000020          12214        1.44275
     1010000020          22124        1.44275
     1010000020          12224        1.44275
     1010000020          21214        1.44275
     1010000020          12114        1.44275
     1010000020          11114        1.44275
     1010000020          42212        1.44275
     1010000020          42112        1.44275
     1010000020          32124        1.44275
     1010000020          31214        1.44275
     1010000020          23212        1.44275
     1010000020          23112        1.44275
     1010000020          23222        1.44275
     1010000020           3116        1.44275
     1010000020           3216        1.44275
     1010000020           3226        1.44275
     1010000020          43122        1.44275
     1010000020          53122        1.44275
     1010000020           3126        1.44275
     1010000020          13324        1.44275
     1010000020          13314        1.44275
     1010000020          13126        1.44275
     1010000020        2211875        1.44275
     1010000020        2111875        1.44275
     1010000020     1000010020              2
     1010000020          23124        1.44275
     1010000020        2111900        1.44275
     1010000020        2211900        1.44275
     1010000020           1116        1.44275
     1010000020           2126        1.44275
     1010000020           2226        1.44275
     1010000020           1216        1.44275
     1010000020          22222        1.44275
     1010000020          21112        1.44275
     1010000020          22122        1.44275
     1010000020          21212        1.44275
     1010000020          13216        1.44275
     1010000020          13226        1.44275
     1010000020          13116        1.44275
     1010000020          22224        1.44275
     1010000020          22114        1.44275
     1010000020          22214        1.44275
     1010000020          21114        1.44275
     1010000020          11116        1.44275
     1010000020          12226        1.44275
     1010000020          11216        1.44275
     1010000020          12126        1.44275
     1010000020          23114        1.44275
     1010000020          23224        1.44275
     1010000020          23214        1.44275
     1010000020           1118        1.44275
     1010000020           2228        1.44275
     1010000020           2118        1.44275
     1010000020          33314        1.44275
     1010000020          33324        1.44275
     1010000020           2218        1.44275
     1010000020           3326        1.44275
     1010000020           3316        1.44275
     1010000020           3118        1.44275
     1010000020           3218        1.44275
     1010000020           3228        1.44275
     1010000020     1010000020              2
     1010000020           3128        1.44275
     1010000020          23126        1.44275
     1010000020           1218        1.44275
     1010000020           2128        1.44275
     1010000020             91        1.44275
     1010000020             92        1.44275
     1010000020     1020000020              2
     1010000020          33114        1.44275
     1010000020          33214        1.44275
     1010000020          33224        1.44275
     1010000020             93        1.44275
     1010000020             94        1.44275
     1010000020          13334        1.44275
     1010000020     1010010020              2
     1010000020            911        1.44275
     1010000020             99        1.44275
     1010000020            910        1.44275
     1010000020             97        1.44275
     1010000020             98        1.44275
     1010000020             95        1.44275
     1010000020             96        1.44275
     1010000020     1000020030        2.46631
     1010000020     1000010030        2.46631
     1010000020     1010010030        2.46631
     1010000020     1000020040        2.88549
     1010000020     1010020040        2.88549
     1010000020     1010010040        2.88549
     1010000020     1010020050        3.27442
           3128           2212              1
           3128           2112              1
           3128           3122              1
           3128           3222              1
           3128           3212              1
           3128           3112              1
           3128           2224              1
           3128           1114              1
           3128           2214              1
           3128           2114              1
           3128           3322              1
           3128           3312              1
           3128           3224              1
           3128           3214              1
           3128           3114              1
           3128          13122              1
           3128          12212              1
           3128          12112              1
           3128           3124              1
           3128           2124              1
           3128           1214              1
           3128           3324              1
           3128          22112              1
           3128          22212              1
           3128           3314              1
           3128          32224              1
           3128          32214              1
           3128          32114              1
           3128          31114              1
           3128          23122              1
           3128           2122              1
           3128           2222              1
           3128           1112              1
           3128           1212              1
           3128          32112              1
           3128          32212              1
           3128          13212              1
           3128          13222              1
           3128          13112              1
           3128          13114              1
           3128          13224              1
           3128          13214              1
           3128          33122              1
           3128           3334              1
           3128           2116              1
           3128           2216              1
           3128          12116              1
           3128          12216              1
           3128          23324              1
           3128          13124              1
           3128          23314              1
           3128          12214              1
           3128          22124              1
           3128          12224              1
           3128          21214              1
           3128          12114              1
           3128          11114              1
           3128          42212              1
           3128          42112              1
           3128          32124              1
           3128          31214              1
           3128          23212              1
           3128          23112              1
           3128          23222              1
           3128           3116              1
           3128           3216              1
           3128           3226              1
           3128          43122              1
           3128          53122              1
           3128           3126              1
           3128          13324              1
           3128          13314              1
           3128          13126              1
           3128        2211875              1
           3128        2111875              1
           3128     1000010020        1.44275
           3128          23124              1
           3128        2111900              1
           3128        2211900              1
           3128           1116              1
           3128           2126              1
           3128           2226              1
           3128           1216              1
           3128          22222              1
           3128          21112              1
           3128          22122              1
           3128          21212              1
           3128          13216              1
           3128          13226              1
           3128          13116              1
           3128          22224              1
           3128          22114              1
           3128          22214              1
           3128          21114              1
           3128          11116              1
           3128          12226              1
           3128          11216              1
           3128          12126              1
           3128          23114              1
           3128          23224              1
           3128          23214              1
           3128           1118              1
           3128           2228              1
           3128           2118              1
           3128          33314              1
           3128          33324              1
           3128           2218              1
           3128           3326              1
           3128           3316              1
           3128           3118              1
           3128           3218              1
           3128           3228              1
           3128     1010000020        1.44275
           3128           3128              1
           3128          23126              1
           3128           1218              1
           3128           2128              1
           3128             91              1
           3128             92              1
           3128     1020000020        1.44275
           3128          33114              1
           3128          33214              1
           3128          33224              1
           3128             93              1
           3128             94              1
           3128          13334              1
           3128     1010010020        1.44275
           3128            911              1
           3128             99              1
           3128            910              1
           3128             97              1
           3128             98              1
           3128             95              1
           3128             96              1
           3128     1000020030        1.82088
           3128     1000010030        1.82088
           3128     1010010030        1.82088
           3128     1000020040        2.16522
           3128     1010020040        2.16522
           3128     1010010040        2.16522
           3128     1010020050        2.48775
          -3128          -2212              1
          -3128          -2112              1
          -3128          -3122              1
          -3128          -3222              1
          -3128          -3212              1
          -3128          -3112              1
          -3128          -2224              1
          -3128          -1114              1
          -3128          -2214              1
          -3128          -2114              1
          -3128          -3322              1
          -3128          -3312              1
          -3128          -3224              1
          -3128          -3214              1
          -3128          -3114              1
          -3128         -13122              1
          -3128         -12212              1
          -3128         -12112              1
          -3128          -3124              1
          -3128          -2124              1
          -3128          -1214              1
          -3128          -3324              1
          -3128         -22112              1
          -3128         -22212              1
          -3128          -3314              1
          -3128         -31114              1
          -3128         -32224              1
          -3128         -32214              1
          -3128         -32114              1
          -3128         -23122              1
          -3128          -2122              1
          -3128          -2222              1
          -3128          -1112              1
          -3128          -1212              1
          -3128         -32112              1
          -3128         -32212              1
          -3128         -13212              1
          -3128         -13112              1
          -3128         -13222              1
          -3128         -13214              1
          -3128         -13224              1
          -3128         -33122              1
          -3128         -13114              1
          -3128          -3334              1
          -3128          -2216              1
          -3128          -2116              1
          -3128         -12116              1
          -3128         -12216              1
          -3128         -23314              1
          -3128         -23324              1
          -3128         -13124              1
          -3128         -11114              1
          -3128         -12214              1
          -3128         -22124              1
          -3128         -12224              1
          -3128         -21214              1
          -3128         -12114              1
          -3128         -42212              1
          -3128         -42112              1
          -3128         -31214              1
          -3128         -32124              1
          -3128         -23222              1
          -3128         -23212              1
          -3128         -23112              1
          -3128          -3216              1
          -3128          -3116              1
          -3128          -3226              1
          -3128         -43122              1
          -3128         -53122              1
          -3128          -3126              1
          -3128         -13324              1
          -3128         -13314              1
          -3128         -13126              1
          -3128       -2111875              1
          -3128       -2211875              1
          -3128    -1000010020        1.44275
          -3128         -23124              1
          -3128       -2211900              1
          -3128       -2111900              1
          -3128          -1116              1
          -3128          -2126              1
          -3128          -2226              1
          -3128          -1216              1
          -3128         -22122              1
          -3128         -21112              1
          -3128         -21212              1
          -3128         -22222              1
          -3128         -13216              1
          -3128         -13226              1
          -3128         -13116              1
          -3128         -22114              1
          -3128         -22214              1
          -3128         -21114              1
          -3128         -22224              1
          -3128         -12226              1
          -3128         -11116              1
          -3128         -11216              1
          -3128         -12126              1
          -3128         -23214              1
          -3128         -23224              1
          -3128         -23114              1
          -3128          -2218              1
          -3128          -1118              1
          -3128          -2228              1
          -3128          -2118              1
          -3128         -33314              1
          -3128         -33324              1
          -3128          -3316              1
          -3128          -3326              1
          -3128          -3118              1
          -3128          -3218              1
          -3128          -3228              1
          -3128    -1010000020        1.44275
          -3128          -3128              1
          -3128         -23126              1
          -3128          -1218              1
          -3128          -2128              1
          -3128            -92              1
          -3128            -91              1
          -3128    -1020000020        1.44275
          -3128         -33214              1
          -3128         -33114              1
          -3128            -94              1
          -3128         -33224              1
          -3128            -93              1
          -3128         -13334              1
          -3128    -1010010020        1.44275
          -3128           -911              1
          -3128            -99              1
          -3128           -910              1
          -3128            -98              1
          -3128            -97              1
          -3128            -95              1
          -3128            -96              1
          -3128    -1000020030        1.82088
          -3128    -1000010030        1.82088
          -3128    -1010010030        1.82088
          -3128    -1000020040        2.16522
          -3128    -1010020040        2.16522
          -3128    -1010010040        2.16522
          -3128    -1010020050        2.48775
          23126           2212              1
          23126           2112              1
          23126           3122              1
          23126           3222              1
          23126           3212              1
          23126           3112              1
          23126           2224              1
          23126           1114              1
          23126           2214              1
          23126           2114              1
          23126           3322              1
          23126           3312              1
