# List of the van dar Waals interaction parameters to be used in the QvdW-HRG model
# Only particle pairs with a non-zero QvdW interaction are listed here
# pdg_i pdg_j b_{ij}[fm^3] a_{ij}[GeV*fm^3]
 4214 1000010050 2.83603 0
 4214 1010020050 2.83603 0
 -4214 -2212 3.42 0.329
 -4214 -2112 3.42 0.329
 -4214 -3122 3.42 0.329
 -4214 -3222 3.42 0.329
 -4214 -3212 3.42 0.329
 -4214 -3112 3.42 0.329
 -4214 -2114 3.42 0.329
 -4214 -1114 3.42 0.329
 -4214 -2224 3.42 0.329
 -4214 -2214 3.42 0.329
 -4214 -3322 3.42 0.329
 -4214 -3312 3.42 0.329
 -4214 -3224 3.42 0.329
 -4214 -3214 3.42 0.329
 -4214 -3114 3.42 0.329
 -4214 -13122 3.42 0.329
 -4214 -12112 3.42 0.329
 -4214 -12212 3.42 0.329
 -4214 -1214 3.42 0.329
 -4214 -2124 3.42 0.329
 -4214 -3124 3.42 0.329
 -4214 -22112 3.42 0.329
 -4214 -22212 3.42 0.329
 -4214 -3324 3.42 0.329
 -4214 -3314 3.42 0.329
 -4214 -32114 3.42 0.329
 -4214 -31114 3.42 0.329
 -4214 -32224 3.42 0.329
 -4214 -32214 3.42 0.329
 -4214 -23122 3.42 0.329
 -4214 -2222 3.42 0.329
 -4214 -1112 3.42 0.329
 -4214 -2122 3.42 0.329
 -4214 -1212 3.42 0.329
 -4214 -32212 3.42 0.329
 -4214 -32112 3.42 0.329
 -4214 -13212 3.42 0.329
 -4214 -13112 3.42 0.329
 -4214 -13222 3.42 0.329
 -4214 -3334 3.42 0.329
 -4214 -33122 3.42 0.329
 -4214 -13114 3.42 0.329
 -4214 -13224 3.42 0.329
 -4214 -13214 3.42 0.329
 -4214 -2116 3.42 0.329
 -4214 -2216 3.42 0.329
 -4214 -12116 3.42 0.329
 -4214 -12216 3.42 0.329
 -4214 -13124 3.42 0.329
 -4214 -203322 3.42 0.329
 -4214 -203312 3.42 0.329
 -4214 -12114 3.42 0.329
 -4214 -12214 3.42 0.329
 -4214 -42112 3.42 0.329
 -4214 -42212 3.42 0.329
 -4214 -12224 3.42 0.329
 -4214 -11114 3.42 0.329
 -4214 -32124 3.42 0.329
 -4214 -22124 3.42 0.329
 -4214 -21214 3.42 0.329
 -4214 -31214 3.42 0.329
 -4214 -23212 3.42 0.329
 -4214 -23112 3.42 0.329
 -4214 -23222 3.42 0.329
 -4214 -3116 3.42 0.329
 -4214 -3216 3.42 0.329
 -4214 -3226 3.42 0.329
 -4214 -53122 3.42 0.329
 -4214 -43122 3.42 0.329
 -4214 -3126 3.42 0.329
 -4214 -13314 3.42 0.329
 -4214 -13324 3.42 0.329
 -4214 -13126 3.42 0.329
 -4214 -11212 3.42 0.329
 -4214 -12122 3.42 0.329
 -4214 -11112 3.42 0.329
 -4214 -12222 3.42 0.329
 -4214 -9902114 3.42 0.329
 -4214 -9902214 3.42 0.329
 -4214 -1000010020 3.28946 0
 -4214 -2126 3.42 0.329
 -4214 -9902112 3.42 0.329
 -4214 -1216 3.42 0.329
 -4214 -1116 3.42 0.329
 -4214 -9902212 3.42 0.329
 -4214 -2226 3.42 0.329
 -4214 -23124 3.42 0.329
 -4214 -9912112 3.42 0.329
 -4214 -9912212 3.42 0.329
 -4214 -22222 3.42 0.329
 -4214 -21212 3.42 0.329
 -4214 -21112 3.42 0.329
 -4214 -22122 3.42 0.329
 -4214 -23214 3.42 0.329
 -4214 -23224 3.42 0.329
 -4214 -23114 3.42 0.329
 -4214 -13116 3.42 0.329
 -4214 -13226 3.42 0.329
 -4214 -13216 3.42 0.329
 -4214 -21114 3.42 0.329
 -4214 -22114 3.42 0.329
 -4214 -22224 3.42 0.329
 -4214 -9912214 3.42 0.329
 -4214 -9912114 3.42 0.329
 -4214 -22214 3.42 0.329
 -4214 -2228 3.42 0.329
 -4214 -2218 3.42 0.329
 -4214 -2118 3.42 0.329
 -4214 -1118 3.42 0.329
 -4214 -103326 3.42 0.329
 -4214 -12226 3.42 0.329
 -4214 -12126 3.42 0.329
 -4214 -11216 3.42 0.329
 -4214 -11116 3.42 0.329
 -4214 -103316 3.42 0.329
 -4214 -9903334 3.42 0.329
 -4214 -203316 3.42 0.329
 -4214 -203326 3.42 0.329
 -4214 -3118 3.42 0.329
 -4214 -3228 3.42 0.329
 -4214 -3218 3.42 0.329
 -4214 -1010010020 3.28946 0
 -4214 -1010000020 3.28946 0
 -4214 -23126 3.42 0.329
 -4214 -9902116 3.42 0.329
 -4214 -9902216 3.42 0.329
 -4214 -9922212 3.42 0.329
 -4214 -3128 3.42 0.329
 -4214 -9922112 3.42 0.329
 -4214 -9922114 3.42 0.329
 -4214 -9922214 3.42 0.329
 -4214 -1218 3.42 0.329
 -4214 -2128 3.42 0.329
 -4214 -9901118 3.42 0.329
 -4214 -9901218 3.42 0.329
 -4214 -9902128 3.42 0.329
 -4214 -9902228 3.42 0.329
 -4214 -99022110 3.42 0.329
 -4214 -99021110 3.42 0.329
 -4214 -1020000020 3.28946 0
 -4214 -33224 3.42 0.329
 -4214 -1020010020 3.28946 0
 -4214 -33214 3.42 0.329
 -4214 -33114 3.42 0.329
 -4214 -203338 3.42 0.329
 -4214 -99121110 3.42 0.329
 -4214 -99122110 3.42 0.329
 -4214 -4122 3.42 0.329
 -4214 -99031210 3.42 0.329
 -4214 -99021212 3.42 0.329
 -4214 -99012112 3.42 0.329
 -4214 -99011112 3.42 0.329
 -4214 -99022212 3.42 0.329
 -4214 -4212 3.42 0.329
 -4214 -4112 3.42 0.329
 -4214 -4222 3.42 0.329
 -4214 -4232 3.42 0.329
 -4214 -4132 3.42 0.329
 -4214 -4214 3.42 0.329
 -4214 -4224 3.42 0.329
 -4214 -4114 3.42 0.329
 -4214 -4322 3.42 0.329
 -4214 -4312 3.42 0.329
 -4214 -14122 3.42 0.329
 -4214 -99022112 3.42 0.329
 -4214 -99021112 3.42 0.329
 -4214 -1030000020 3.28946 0
 -4214 -1040000020 3.28946 0
 -4214 -104122 3.42 0.329
 -4214 -4324 3.42 0.329
 -4214 -4314 3.42 0.329
 -4214 -4332 3.42 0.329
 -4214 -4334 3.42 0.329
 -4214 -104324 3.42 0.329
 -4214 -104314 3.42 0.329
 -4214 -1000020030 3.1137 0
 -4214 -1000010030 3.1137 0
 -4214 -104322 3.42 0.329
 -4214 -104312 3.42 0.329
 -4214 -204126 3.42 0.329
 -4214 -1010010030 3.1137 0
 -4214 -1000020040 2.96202 0
 -4214 -100002004001 2.96202 0
 -4214 -100002004002 2.96202 0
 -4214 -100002004003 2.96202 0
 -4214 -100002004004 2.96202 0
 -4214 -1000030040 2.96202 0
 -4214 -100002004005 2.96202 0
 -4214 -100003004001 2.96202 0
 -4214 -100002004006 2.96202 0
 -4214 -1000010040 2.96202 0
 -4214 -101001004001 2.96202 0
 -4214 -100002004007 2.96202 0
 -4214 -100003004002 2.96202 0
 -4214 -100002004008 2.96202 0
 -4214 -100003004003 2.96202 0
 -4214 -101001004002 2.96202 0
 -4214 -101001004003 2.96202 0
 -4214 -100002004009 2.96202 0
 -4214 -100002004010 2.96202 0
 -4214 -100002004011 2.96202 0
 -4214 -100002004012 2.96202 0
 -4214 -100002004013 2.96202 0
 -4214 -100002004014 2.96202 0
 -4214 -100002004015 2.96202 0
 -4214 -1010020040 2.96202 0
 -4214 -1010010040 2.96202 0
 -4214 -1000030050 2.83603 0
 -4214 -1000020050 2.83603 0
 -4214 -100003005001 2.83603 0
 -4214 -100002005001 2.83603 0
 -4214 -10000305002 2.83603 0
 -4214 -100002005002 2.83603 0
 -4214 -1000010050 2.83603 0
 -4214 -1010020050 2.83603 0
 4224 2212 3.42 0.329
 4224 2112 3.42 0.329
 4224 3122 3.42 0.329
 4224 3222 3.42 0.329
 4224 3212 3.42 0.329
 4224 3112 3.42 0.329
 4224 2224 3.42 0.329
 4224 2114 3.42 0.329
 4224 1114 3.42 0.329
 4224 2214 3.42 0.329
 4224 3322 3.42 0.329
 4224 3312 3.42 0.329
 4224 3224 3.42 0.329
 4224 3214 3.42 0.329
 4224 3114 3.42 0.329
 4224 13122 3.42 0.329
 4224 12212 3.42 0.329
 4224 12112 3.42 0.329
 4224 2124 3.42 0.329
 4224 1214 3.42 0.329
 4224 3124 3.42 0.329
 4224 22212 3.42 0.329
 4224 22112 3.42 0.329
 4224 3324 3.42 0.329
 4224 3314 3.42 0.329
 4224 32214 3.42 0.329
 4224 31114 3.42 0.329
 4224 32114 3.42 0.329
 4224 32224 3.42 0.329
 4224 23122 3.42 0.329
 4224 2122 3.42 0.329
 4224 1212 3.42 0.329
 4224 2222 3.42 0.329
 4224 1112 3.42 0.329
 4224 32212 3.42 0.329
 4224 32112 3.42 0.329
 4224 13212 3.42 0.329
 4224 13222 3.42 0.329
 4224 13112 3.42 0.329
 4224 3334 3.42 0.329
 4224 33122 3.42 0.329
 4224 2116 3.42 0.329
 4224 13224 3.42 0.329
 4224 13214 3.42 0.329
 4224 13114 3.42 0.329
 4224 2216 3.42 0.329
 4224 12116 3.42 0.329
 4224 12216 3.42 0.329
 4224 203312 3.42 0.329
 4224 203322 3.42 0.329
 4224 13124 3.42 0.329
 4224 12114 3.42 0.329
 4224 12214 3.42 0.329
 4224 12224 3.42 0.329
 4224 42112 3.42 0.329
 4224 42212 3.42 0.329
 4224 11114 3.42 0.329
 4224 32124 3.42 0.329
 4224 31214 3.42 0.329
 4224 22124 3.42 0.329
 4224 21214 3.42 0.329
 4224 23222 3.42 0.329
 4224 23212 3.42 0.329
 4224 23112 3.42 0.329
 4224 3216 3.42 0.329
 4224 3226 3.42 0.329
 4224 3116 3.42 0.329
 4224 53122 3.42 0.329
 4224 43122 3.42 0.329
 4224 3126 3.42 0.329
 4224 13314 3.42 0.329
 4224 13324 3.42 0.329
 4224 13126 3.42 0.329
 4224 12122 3.42 0.329
 4224 12222 3.42 0.329
 4224 11112 3.42 0.329
 4224 11212 3.42 0.329
 4224 9902114 3.42 0.329
 4224 9902214 3.42 0.329
 4224 1000010020 3.28946 0
 4224 9902112 3.42 0.329
 4224 2226 3.42 0.329
 4224 9902212 3.42 0.329
 4224 1216 3.42 0.329
 4224 2126 3.42 0.329
 4224 1116 3.42 0.329
 4224 23124 3.42 0.329
 4224 9912112 3.42 0.329
 4224 9912212 3.42 0.329
 4224 21112 3.42 0.329
 4224 21212 3.42 0.329
 4224 22122 3.42 0.329
 4224 22222 3.42 0.329
 4224 23224 3.42 0.329
 4224 23114 3.42 0.329
 4224 23214 3.42 0.329
 4224 13116 3.42 0.329
 4224 13216 3.42 0.329
 4224 13226 3.42 0.329
 4224 22114 3.42 0.329
 4224 21114 3.42 0.329
 4224 9912214 3.42 0.329
 4224 9912114 3.42 0.329
 4224 22224 3.42 0.329
 4224 22214 3.42 0.329
 4224 2228 3.42 0.329
 4224 2218 3.42 0.329
 4224 2118 3.42 0.329
 4224 1118 3.42 0.329
 4224 12226 3.42 0.329
 4224 12126 3.42 0.329
 4224 11216 3.42 0.329
 4224 11116 3.42 0.329
 4224 103316 3.42 0.329
 4224 103326 3.42 0.329
 4224 9903334 3.42 0.329
 4224 203326 3.42 0.329
 4224 203316 3.42 0.329
 4224 3118 3.42 0.329
 4224 3228 3.42 0.329
 4224 3218 3.42 0.329
 4224 1010010020 3.28946 0
 4224 1010000020 3.28946 0
 4224 23126 3.42 0.329
 4224 9922212 3.42 0.329
 4224 9902116 3.42 0.329
 4224 9922112 3.42 0.329
 4224 3128 3.42 0.329
 4224 9902216 3.42 0.329
 4224 9922214 3.42 0.329
 4224 9922114 3.42 0.329
 4224 1218 3.42 0.329
 4224 2128 3.42 0.329
 4224 9901118 3.42 0.329
 4224 9901218 3.42 0.329
 4224 9902128 3.42 0.329
 4224 9902228 3.42 0.329
 4224 99022110 3.42 0.329
 4224 99021110 3.42 0.329
 4224 1020000020 3.28946 0
 4224 33224 3.42 0.329
 4224 1020010020 3.28946 0
 4224 33214 3.42 0.329
 4224 33114 3.42 0.329
 4224 203338 3.42 0.329
 4224 99121110 3.42 0.329
 4224 99122110 3.42 0.329
 4224 4122 3.42 0.329
 4224 99031210 3.42 0.329
 4224 99011112 3.42 0.329
 4224 99012112 3.42 0.329
 4224 99022212 3.42 0.329
 4224 99021212 3.42 0.329
 4224 4212 3.42 0.329
 4224 4112 3.42 0.329
 4224 4222 3.42 0.329
 4224 4232 3.42 0.329
 4224 4132 3.42 0.329
 4224 4214 3.42 0.329
 4224 4224 3.42 0.329
 4224 4114 3.42 0.329
 4224 4322 3.42 0.329
 4224 4312 3.42 0.329
 4224 14122 3.42 0.329
 4224 99021112 3.42 0.329
 4224 99022112 3.42 0.329
 4224 1030000020 3.28946 0
 4224 1040000020 3.28946 0
 4224 104122 3.42 0.329
 4224 4324 3.42 0.329
 4224 4314 3.42 0.329
 4224 4332 3.42 0.329
 4224 4334 3.42 0.329
 4224 104324 3.42 0.329
 4224 104314 3.42 0.329
 4224 1000020030 3.1137 0
 4224 1000010030 3.1137 0
 4224 104322 3.42 0.329
 4224 104312 3.42 0.329
 4224 204126 3.42 0.329
 4224 1010010030 3.1137 0
 4224 1000020040 2.96202 0
 4224 100002004001 2.96202 0
 4224 100002004002 2.96202 0
 4224 100002004003 2.96202 0
 4224 100002004004 2.96202 0
 4224 1000030040 2.96202 0
 4224 100002004005 2.96202 0
 4224 100003004001 2.96202 0
 4224 100002004006 2.96202 0
 4224 1000010040 2.96202 0
 4224 101001004001 2.96202 0
 4224 100002004007 2.96202 0
 4224 100003004002 2.96202 0
 4224 100002004008 2.96202 0
 4224 100003004003 2.96202 0
 4224 101001004002 2.96202 0
 4224 101001004003 2.96202 0
 4224 100002004009 2.96202 0
 4224 100002004010 2.96202 0
 4224 100002004011 2.96202 0
 4224 100002004012 2.96202 0
 4224 100002004013 2.96202 0
 4224 100002004014 2.96202 0
 4224 100002004015 2.96202 0
 4224 1010020040 2.96202 0
 4224 1010010040 2.96202 0
 4224 1000030050 2.83603 0
 4224 1000020050 2.83603 0
 4224 100003005001 2.83603 0
 4224 100002005001 2.83603 0
 4224 10000305002 2.83603 0
 4224 100002005002 2.83603 0
 4224 1000010050 2.83603 0
 4224 1010020050 2.83603 0
 -4224 -2212 3.42 0.329
 -4224 -2112 3.42 0.329
 -4224 -3122 3.42 0.329
 -4224 -3222 3.42 0.329
 -4224 -3212 3.42 0.329
 -4224 -3112 3.42 0.329
 -4224 -2114 3.42 0.329
 -4224 -1114 3.42 0.329
 -4224 -2224 3.42 0.329
 -4224 -2214 3.42 0.329
 -4224 -3322 3.42 0.329
 -4224 -3312 3.42 0.329
 -4224 -3224 3.42 0.329
 -4224 -3214 3.42 0.329
 -4224 -3114 3.42 0.329
 -4224 -13122 3.42 0.329
 -4224 -12112 3.42 0.329
 -4224 -12212 3.42 0.329
 -4224 -1214 3.42 0.329
 -4224 -2124 3.42 0.329
 -4224 -3124 3.42 0.329
 -4224 -22112 3.42 0.329
 -4224 -22212 3.42 0.329
 -4224 -3324 3.42 0.329
 -4224 -3314 3.42 0.329
 -4224 -32114 3.42 0.329
 -4224 -31114 3.42 0.329
 -4224 -32224 3.42 0.329
 -4224 -32214 3.42 0.329
 -4224 -23122 3.42 0.329
 -4224 -2222 3.42 0.329
 -4224 -1112 3.42 0.329
 -4224 -2122 3.42 0.329
 -4224 -1212 3.42 0.329
 -4224 -32212 3.42 0.329
 -4224 -32112 3.42 0.329
 -4224 -13212 3.42 0.329
 -4224 -13112 3.42 0.329
 -4224 -13222 3.42 0.329
 -4224 -3334 3.42 0.329
 -4224 -33122 3.42 0.329
 -4224 -13114 3.42 0.329
 -4224 -13224 3.42 0.329
 -4224 -13214 3.42 0.329
 -4224 -2116 3.42 0.329
 -4224 -2216 3.42 0.329
 -4224 -12116 3.42 0.329
 -4224 -12216 3.42 0.329
 -4224 -13124 3.42 0.329
 -4224 -203322 3.42 0.329
 -4224 -203312 3.42 0.329
 -4224 -12114 3.42 0.329
 -4224 -12214 3.42 0.329
 -4224 -42112 3.42 0.329
 -4224 -42212 3.42 0.329
 -4224 -12224 3.42 0.329
 -4224 -11114 3.42 0.329
 -4224 -32124 3.42 0.329
 -4224 -22124 3.42 0.329
 -4224 -21214 3.42 0.329
 -4224 -31214 3.42 0.329
 -4224 -23212 3.42 0.329
 -4224 -23112 3.42 0.329
 -4224 -23222 3.42 0.329
 -4224 -3116 3.42 0.329
 -4224 -3216 3.42 0.329
 -4224 -3226 3.42 0.329
 -4224 -53122 3.42 0.329
 -4224 -43122 3.42 0.329
 -4224 -3126 3.42 0.329
 -4224 -13314 3.42 0.329
 -4224 -13324 3.42 0.329
 -4224 -13126 3.42 0.329
 -4224 -11212 3.42 0.329
 -4224 -12122 3.42 0.329
 -4224 -11112 3.42 0.329
 -4224 -12222 3.42 0.329
 -4224 -9902114 3.42 0.329
 -4224 -9902214 3.42 0.329
 -4224 -1000010020 3.28946 0
 -4224 -2126 3.42 0.329
 -4224 -9902112 3.42 0.329
 -4224 -1216 3.42 0.329
 -4224 -1116 3.42 0.329
 -4224 -9902212 3.42 0.329
 -4224 -2226 3.42 0.329
 -4224 -23124 3.42 0.329
 -4224 -9912112 3.42 0.329
 -4224 -9912212 3.42 0.329
 -4224 -22222 3.42 0.329
 -4224 -21212 3.42 0.329
 -4224 -21112 3.42 0.329
 -4224 -22122 3.42 0.329
 -4224 -23214 3.42 0.329
 -4224 -23224 3.42 0.329
 -4224 -23114 3.42 0.329
 -4224 -13116 3.42 0.329
 -4224 -13226 3.42 0.329
 -4224 -13216 3.42 0.329
 -4224 -21114 3.42 0.329
 -4224 -22114 3.42 0.329
 -4224 -22224 3.42 0.329
 -4224 -9912214 3.42 0.329
 -4224 -9912114 3.42 0.329
 -4224 -22214 3.42 0.329
 -4224 -2228 3.42 0.329
 -4224 -2218 3.42 0.329
 -4224 -2118 3.42 0.329
 -4224 -1118 3.42 0.329
 -4224 -103326 3.42 0.329
 -4224 -12226 3.42 0.329
 -4224 -12126 3.42 0.329
 -4224 -11216 3.42 0.329
 -4224 -11116 3.42 0.329
 -4224 -103316 3.42 0.329
 -4224 -9903334 3.42 0.329
 -4224 -203316 3.42 0.329
 -4224 -203326 3.42 0.329
 -4224 -3118 3.42 0.329
 -4224 -3228 3.42 0.329
 -4224 -3218 3.42 0.329
 -4224 -1010010020 3.28946 0
 -4224 -1010000020 3.28946 0
 -4224 -23126 3.42 0.329
 -4224 -9902116 3.42 0.329
 -4224 -9902216 3.42 0.329
 -4224 -9922212 3.42 0.329
 -4224 -3128 3.42 0.329
 -4224 -9922112 3.42 0.329
 -4224 -9922114 3.42 0.329
 -4224 -9922214 3.42 0.329
 -4224 -1218 3.42 0.329
 -4224 -2128 3.42 0.329
 -4224 -9901118 3.42 0.329
 -4224 -9901218 3.42 0.329
 -4224 -9902128 3.42 0.329
 -4224 -9902228 3.42 0.329
 -4224 -99022110 3.42 0.329
 -4224 -99021110 3.42 0.329
 -4224 -1020000020 3.28946 0
 -4224 -33224 3.42 0.329
 -4224 -1020010020 3.28946 0
 -4224 -33214 3.42 0.329
 -4224 -33114 3.42 0.329
 -4224 -203338 3.42 0.329
 -4224 -99121110 3.42 0.329
 -4224 -99122110 3.42 0.329
 -4224 -4122 3.42 0.329
 -4224 -99031210 3.42 0.329
 -4224 -99021212 3.42 0.329
 -4224 -99012112 3.42 0.329
 -4224 -99011112 3.42 0.329
 -4224 -99022212 3.42 0.329
 -4224 -4212 3.42 0.329
 -4224 -4112 3.42 0.329
 -4224 -4222 3.42 0.329
 -4224 -4232 3.42 0.329
 -4224 -4132 3.42 0.329
 -4224 -4214 3.42 0.329
 -4224 -4224 3.42 0.329
 -4224 -4114 3.42 0.329
 -4224 -4322 3.42 0.329
 -4224 -4312 3.42 0.329
 -4224 -14122 3.42 0.329
 -4224 -99022112 3.42 0.329
 -4224 -99021112 3.42 0.329
 -4224 -1030000020 3.28946 0
 -4224 -1040000020 3.28946 0
 -4224 -104122 3.42 0.329
 -4224 -4324 3.42 0.329
 -4224 -4314 3.42 0.329
 -4224 -4332 3.42 0.329
 -4224 -4334 3.42 0.329
 -4224 -104324 3.42 0.329
 -4224 -104314 3.42 0.329
 -4224 -1000020030 3.1137 0
 -4224 -1000010030 3.1137 0
 -4224 -104322 3.42 0.329
 -4224 -104312 3.42 0.329
 -4224 -204126 3.42 0.329
 -4224 -1010010030 3.1137 0
 -4224 -1000020040 2.96202 0
 -4224 -100002004001 2.96202 0
 -4224 -100002004002 2.96202 0
 -4224 -100002004003 2.96202 0
 -4224 -100002004004 2.96202 0
 -4224 -1000030040 2.96202 0
 -4224 -100002004005 2.96202 0
 -4224 -100003004001 2.96202 0
 -4224 -100002004006 2.96202 0
 -4224 -1000010040 2.96202 0
 -4224 -101001004001 2.96202 0
 -4224 -100002004007 2.96202 0
 -4224 -100003004002 2.96202 0
 -4224 -100002004008 2.96202 0
 -4224 -100003004003 2.96202 0
 -4224 -101001004002 2.96202 0
 -4224 -101001004003 2.96202 0
 -4224 -100002004009 2.96202 0
 -4224 -100002004010 2.96202 0
 -4224 -100002004011 2.96202 0
 -4224 -100002004012 2.96202 0
 -4224 -100002004013 2.96202 0
 -4224 -100002004014 2.96202 0
 -4224 -100002004015 2.96202 0
 -4224 -1010020040 2.96202 0
 -4224 -1010010040 2.96202 0
 -4224 -1000030050 2.83603 0
 -4224 -1000020050 2.83603 0
 -4224 -100003005001 2.83603 0
 -4224 -100002005001 2.83603 0
 -4224 -10000305002 2.83603 0
 -4224 -100002005002 2.83603 0
 -4224 -1000010050 2.83603 0
 -4224 -1010020050 2.83603 0
 4114 2212 3.42 0.329
 4114 2112 3.42 0.329
 4114 3122 3.42 0.329
 4114 3222 3.42 0.329
 4114 3212 3.42 0.329
 4114 3112 3.42 0.329
 4114 2224 3.42 0.329
 4114 2114 3.42 0.329
 4114 1114 3.42 0.329
 4114 2214 3.42 0.329
 4114 3322 3.42 0.329
 4114 3312 3.42 0.329
 4114 3224 3.42 0.329
 4114 3214 3.42 0.329
 4114 3114 3.42 0.329
 4114 13122 3.42 0.329
 4114 12212 3.42 0.329
 4114 12112 3.42 0.329
 4114 2124 3.42 0.329
 4114 1214 3.42 0.329
 4114 3124 3.42 0.329
 4114 22212 3.42 0.329
 4114 22112 3.42 0.329
 4114 3324 3.42 0.329
 4114 3314 3.42 0.329
 4114 32214 3.42 0.329
 4114 31114 3.42 0.329
 4114 32114 3.42 0.329
 4114 32224 3.42 0.329
 4114 23122 3.42 0.329
 4114 2122 3.42 0.329
 4114 1212 3.42 0.329
 4114 2222 3.42 0.329
 4114 1112 3.42 0.329
 4114 32212 3.42 0.329
 4114 32112 3.42 0.329
 4114 13212 3.42 0.329
 4114 13222 3.42 0.329
 4114 13112 3.42 0.329
 4114 3334 3.42 0.329
 4114 33122 3.42 0.329
 4114 2116 3.42 0.329
 4114 13224 3.42 0.329
 4114 13214 3.42 0.329
 4114 13114 3.42 0.329
 4114 2216 3.42 0.329
 4114 12116 3.42 0.329
 4114 12216 3.42 0.329
 4114 203312 3.42 0.329
 4114 203322 3.42 0.329
 4114 13124 3.42 0.329
 4114 12114 3.42 0.329
 4114 12214 3.42 0.329
 4114 12224 3.42 0.329
 4114 42112 3.42 0.329
 4114 42212 3.42 0.329
 4114 11114 3.42 0.329
 4114 32124 3.42 0.329
 4114 31214 3.42 0.329
 4114 22124 3.42 0.329
 4114 21214 3.42 0.329
 4114 23222 3.42 0.329
 4114 23212 3.42 0.329
 4114 23112 3.42 0.329
 4114 3216 3.42 0.329
 4114 3226 3.42 0.329
 4114 3116 3.42 0.329
 4114 53122 3.42 0.329
 4114 43122 3.42 0.329
 4114 3126 3.42 0.329
 4114 13314 3.42 0.329
 4114 13324 3.42 0.329
 4114 13126 3.42 0.329
 4114 12122 3.42 0.329
 4114 12222 3.42 0.329
 4114 11112 3.42 0.329
 4114 11212 3.42 0.329
 4114 9902114 3.42 0.329
 4114 9902214 3.42 0.329
 4114 1000010020 3.28946 0
 4114 9902112 3.42 0.329
 4114 2226 3.42 0.329
 4114 9902212 3.42 0.329
 4114 1216 3.42 0.329
 4114 2126 3.42 0.329
 4114 1116 3.42 0.329
 4114 23124 3.42 0.329
 4114 9912112 3.42 0.329
 4114 9912212 3.42 0.329
 4114 21112 3.42 0.329
 4114 21212 3.42 0.329
 4114 22122 3.42 0.329
 4114 22222 3.42 0.329
 4114 23224 3.42 0.329
 4114 23114 3.42 0.329
 4114 23214 3.42 0.329
 4114 13116 3.42 0.329
 4114 13216 3.42 0.329
 4114 13226 3.42 0.329
 4114 22114 3.42 0.329
 4114 21114 3.42 0.329
 4114 9912214 3.42 0.329
 4114 9912114 3.42 0.329
 4114 22224 3.42 0.329
 4114 22214 3.42 0.329
 4114 2228 3.42 0.329
 4114 2218 3.42 0.329
 4114 2118 3.42 0.329
 4114 1118 3.42 0.329
 4114 12226 3.42 0.329
 4114 12126 3.42 0.329
 4114 11216 3.42 0.329
 4114 11116 3.42 0.329
 4114 103316 3.42 0.329
 4114 103326 3.42 0.329
 4114 9903334 3.42 0.329
 4114 203326 3.42 0.329
 4114 203316 3.42 0.329
 4114 3118 3.42 0.329
 4114 3228 3.42 0.329
 4114 3218 3.42 0.329
 4114 1010010020 3.28946 0
 4114 1010000020 3.28946 0
 4114 23126 3.42 0.329
 4114 9922212 3.42 0.329
 4114 9902116 3.42 0.329
 4114 9922112 3.42 0.329
 4114 3128 3.42 0.329
 4114 9902216 3.42 0.329
 4114 9922214 3.42 0.329
 4114 9922114 3.42 0.329
 4114 1218 3.42 0.329
 4114 2128 3.42 0.329
 4114 9901118 3.42 0.329
 4114 9901218 3.42 0.329
 4114 9902128 3.42 0.329
 4114 9902228 3.42 0.329
 4114 99022110 3.42 0.329
 4114 99021110 3.42 0.329
 4114 1020000020 3.28946 0
 4114 33224 3.42 0.329
 4114 1020010020 3.28946 0
 4114 33214 3.42 0.329
 4114 33114 3.42 0.329
 4114 203338 3.42 0.329
 4114 99121110 3.42 0.329
 4114 99122110 3.42 0.329
 4114 4122 3.42 0.329
 4114 99031210 3.42 0.329
 4114 99011112 3.42 0.329
 4114 99012112 3.42 0.329
 4114 99022212 3.42 0.329
 4114 99021212 3.42 0.329
 4114 4212 3.42 0.329
 4114 4112 3.42 0.329
 4114 4222 3.42 0.329
 4114 4232 3.42 0.329
 4114 4132 3.42 0.329
 4114 4214 3.42 0.329
 4114 4224 3.42 0.329
 4114 4114 3.42 0.329
 4114 4322 3.42 0.329
 4114 4312 3.42 0.329
 4114 14122 3.42 0.329
 4114 99021112 3.42 0.329
 4114 99022112 3.42 0.329
 4114 1030000020 3.28946 0
 4114 1040000020 3.28946 0
 4114 104122 3.42 0.329
 4114 4324 3.42 0.329
 4114 4314 3.42 0.329
 4114 4332 3.42 0.329
 4114 4334 3.42 0.329
 4114 104324 3.42 0.329
 4114 104314 3.42 0.329
 4114 1000020030 3.1137 0
 4114 1000010030 3.1137 0
 4114 104322 3.42 0.329
 4114 104312 3.42 0.329
 4114 204126 3.42 0.329
 4114 1010010030 3.1137 0
 4114 1000020040 2.96202 0
 4114 100002004001 2.96202 0
 4114 100002004002 2.96202 0
 4114 100002004003 2.96202 0
 4114 100002004004 2.96202 0
 4114 1000030040 2.96202 0
 4114 100002004005 2.96202 0
 4114 100003004001 2.96202 0
 4114 100002004006 2.96202 0
 4114 1000010040 2.96202 0
 4114 101001004001 2.96202 0
 4114 100002004007 2.96202 0
 4114 100003004002 2.96202 0
 4114 100002004008 2.96202 0
 4114 100003004003 2.96202 0
 4114 101001004002 2.96202 0
 4114 101001004003 2.96202 0
 4114 100002004009 2.96202 0
 4114 100002004010 2.96202 0
 4114 100002004011 2.96202 0
 4114 100002004012 2.96202 0
 4114 100002004013 2.96202 0
