# List of the van dar Waals interaction parameters to be used in the QvdW-HRG model
# Only particle pairs with a non-zero QvdW interaction are listed here
# pdg_i pdg_j b_{ij}[fm^3] a_{ij}[GeV*fm^3]
 3322 100002004008 2.96202 0
 3322 100003004003 2.96202 0
 3322 101001004002 2.96202 0
 3322 101001004003 2.96202 0
 3322 100002004009 2.96202 0
 3322 100002004010 2.96202 0
 3322 100002004011 2.96202 0
 3322 100002004012 2.96202 0
 3322 100002004013 2.96202 0
 3322 100002004014 2.96202 0
 3322 100002004015 2.96202 0
 3322 1010020040 2.96202 0
 3322 1010010040 2.96202 0
 3322 1000030050 2.83603 0
 3322 1000020050 2.83603 0
 3322 100003005001 2.83603 0
 3322 100002005001 2.83603 0
 3322 10000305002 2.83603 0
 3322 100002005002 2.83603 0
 3322 1000010050 2.83603 0
 3322 1010020050 2.83603 0
 -3322 -2212 3.42 0.329
 -3322 -2112 3.42 0.329
 -3322 -3122 3.42 0.329
 -3322 -3222 3.42 0.329
 -3322 -3212 3.42 0.329
 -3322 -3112 3.42 0.329
 -3322 -2114 3.42 0.329
 -3322 -1114 3.42 0.329
 -3322 -2224 3.42 0.329
 -3322 -2214 3.42 0.329
 -3322 -3322 3.42 0.329
 -3322 -3312 3.42 0.329
 -3322 -3224 3.42 0.329
 -3322 -3214 3.42 0.329
 -3322 -3114 3.42 0.329
 -3322 -13122 3.42 0.329
 -3322 -12112 3.42 0.329
 -3322 -12212 3.42 0.329
 -3322 -1214 3.42 0.329
 -3322 -2124 3.42 0.329
 -3322 -3124 3.42 0.329
 -3322 -22112 3.42 0.329
 -3322 -22212 3.42 0.329
 -3322 -3324 3.42 0.329
 -3322 -3314 3.42 0.329
 -3322 -32114 3.42 0.329
 -3322 -31114 3.42 0.329
 -3322 -32224 3.42 0.329
 -3322 -32214 3.42 0.329
 -3322 -23122 3.42 0.329
 -3322 -2222 3.42 0.329
 -3322 -1112 3.42 0.329
 -3322 -2122 3.42 0.329
 -3322 -1212 3.42 0.329
 -3322 -32212 3.42 0.329
 -3322 -32112 3.42 0.329
 -3322 -13212 3.42 0.329
 -3322 -13112 3.42 0.329
 -3322 -13222 3.42 0.329
 -3322 -3334 3.42 0.329
 -3322 -33122 3.42 0.329
 -3322 -13114 3.42 0.329
 -3322 -13224 3.42 0.329
 -3322 -13214 3.42 0.329
 -3322 -2116 3.42 0.329
 -3322 -2216 3.42 0.329
 -3322 -12116 3.42 0.329
 -3322 -12216 3.42 0.329
 -3322 -13124 3.42 0.329
 -3322 -203322 3.42 0.329
 -3322 -203312 3.42 0.329
 -3322 -12114 3.42 0.329
 -3322 -12214 3.42 0.329
 -3322 -42112 3.42 0.329
 -3322 -42212 3.42 0.329
 -3322 -12224 3.42 0.329
 -3322 -11114 3.42 0.329
 -3322 -32124 3.42 0.329
 -3322 -22124 3.42 0.329
 -3322 -21214 3.42 0.329
 -3322 -31214 3.42 0.329
 -3322 -23212 3.42 0.329
 -3322 -23112 3.42 0.329
 -3322 -23222 3.42 0.329
 -3322 -3116 3.42 0.329
 -3322 -3216 3.42 0.329
 -3322 -3226 3.42 0.329
 -3322 -53122 3.42 0.329
 -3322 -43122 3.42 0.329
 -3322 -3126 3.42 0.329
 -3322 -13314 3.42 0.329
 -3322 -13324 3.42 0.329
 -3322 -13126 3.42 0.329
 -3322 -11212 3.42 0.329
 -3322 -12122 3.42 0.329
 -3322 -11112 3.42 0.329
 -3322 -12222 3.42 0.329
 -3322 -9902114 3.42 0.329
 -3322 -9902214 3.42 0.329
 -3322 -1000010020 3.28946 0
 -3322 -2126 3.42 0.329
 -3322 -9902112 3.42 0.329
 -3322 -1216 3.42 0.329
 -3322 -1116 3.42 0.329
 -3322 -9902212 3.42 0.329
 -3322 -2226 3.42 0.329
 -3322 -23124 3.42 0.329
 -3322 -9912112 3.42 0.329
 -3322 -9912212 3.42 0.329
 -3322 -22222 3.42 0.329
 -3322 -21212 3.42 0.329
 -3322 -21112 3.42 0.329
 -3322 -22122 3.42 0.329
 -3322 -23214 3.42 0.329
 -3322 -23224 3.42 0.329
 -3322 -23114 3.42 0.329
 -3322 -13116 3.42 0.329
 -3322 -13226 3.42 0.329
 -3322 -13216 3.42 0.329
 -3322 -21114 3.42 0.329
 -3322 -22114 3.42 0.329
 -3322 -22224 3.42 0.329
 -3322 -9912214 3.42 0.329
 -3322 -9912114 3.42 0.329
 -3322 -22214 3.42 0.329
 -3322 -2228 3.42 0.329
 -3322 -2218 3.42 0.329
 -3322 -2118 3.42 0.329
 -3322 -1118 3.42 0.329
 -3322 -103326 3.42 0.329
 -3322 -12226 3.42 0.329
 -3322 -12126 3.42 0.329
 -3322 -11216 3.42 0.329
 -3322 -11116 3.42 0.329
 -3322 -103316 3.42 0.329
 -3322 -9903334 3.42 0.329
 -3322 -203316 3.42 0.329
 -3322 -203326 3.42 0.329
 -3322 -3118 3.42 0.329
 -3322 -3228 3.42 0.329
 -3322 -3218 3.42 0.329
 -3322 -1010010020 3.28946 0
 -3322 -1010000020 3.28946 0
 -3322 -23126 3.42 0.329
 -3322 -9902116 3.42 0.329
 -3322 -9902216 3.42 0.329
 -3322 -9922212 3.42 0.329
 -3322 -3128 3.42 0.329
 -3322 -9922112 3.42 0.329
 -3322 -9922114 3.42 0.329
 -3322 -9922214 3.42 0.329
 -3322 -1218 3.42 0.329
 -3322 -2128 3.42 0.329
 -3322 -9901118 3.42 0.329
 -3322 -9901218 3.42 0.329
 -3322 -9902128 3.42 0.329
 -3322 -9902228 3.42 0.329
 -3322 -99022110 3.42 0.329
 -3322 -99021110 3.42 0.329
 -3322 -1020000020 3.28946 0
 -3322 -33224 3.42 0.329
 -3322 -1020010020 3.28946 0
 -3322 -33214 3.42 0.329
 -3322 -33114 3.42 0.329
 -3322 -203338 3.42 0.329
 -3322 -99121110 3.42 0.329
 -3322 -99122110 3.42 0.329
 -3322 -4122 3.42 0.329
 -3322 -99031210 3.42 0.329
 -3322 -99021212 3.42 0.329
 -3322 -99012112 3.42 0.329
 -3322 -99011112 3.42 0.329
 -3322 -99022212 3.42 0.329
 -3322 -4212 3.42 0.329
 -3322 -4112 3.42 0.329
 -3322 -4222 3.42 0.329
 -3322 -4232 3.42 0.329
 -3322 -4132 3.42 0.329
 -3322 -4214 3.42 0.329
 -3322 -4224 3.42 0.329
 -3322 -4114 3.42 0.329
 -3322 -4322 3.42 0.329
 -3322 -4312 3.42 0.329
 -3322 -14122 3.42 0.329
 -3322 -99022112 3.42 0.329
 -3322 -99021112 3.42 0.329
 -3322 -1030000020 3.28946 0
 -3322 -1040000020 3.28946 0
 -3322 -104122 3.42 0.329
 -3322 -4324 3.42 0.329
 -3322 -4314 3.42 0.329
 -3322 -4332 3.42 0.329
 -3322 -4334 3.42 0.329
 -3322 -104324 3.42 0.329
 -3322 -104314 3.42 0.329
 -3322 -1000020030 3.1137 0
 -3322 -1000010030 3.1137 0
 -3322 -104322 3.42 0.329
 -3322 -104312 3.42 0.329
 -3322 -204126 3.42 0.329
 -3322 -1010010030 3.1137 0
 -3322 -1000020040 2.96202 0
 -3322 -100002004001 2.96202 0
 -3322 -100002004002 2.96202 0
 -3322 -100002004003 2.96202 0
 -3322 -100002004004 2.96202 0
 -3322 -1000030040 2.96202 0
 -3322 -100002004005 2.96202 0
 -3322 -100003004001 2.96202 0
 -3322 -100002004006 2.96202 0
 -3322 -1000010040 2.96202 0
 -3322 -101001004001 2.96202 0
 -3322 -100002004007 2.96202 0
 -3322 -100003004002 2.96202 0
 -3322 -100002004008 2.96202 0
 -3322 -100003004003 2.96202 0
 -3322 -101001004002 2.96202 0
 -3322 -101001004003 2.96202 0
 -3322 -100002004009 2.96202 0
 -3322 -100002004010 2.96202 0
 -3322 -100002004011 2.96202 0
 -3322 -100002004012 2.96202 0
 -3322 -100002004013 2.96202 0
 -3322 -100002004014 2.96202 0
 -3322 -100002004015 2.96202 0
 -3322 -1010020040 2.96202 0
 -3322 -1010010040 2.96202 0
 -3322 -1000030050 2.83603 0
 -3322 -1000020050 2.83603 0
 -3322 -100003005001 2.83603 0
 -3322 -100002005001 2.83603 0
 -3322 -10000305002 2.83603 0
 -3322 -100002005002 2.83603 0
 -3322 -1000010050 2.83603 0
 -3322 -1010020050 2.83603 0
 3312 2212 3.42 0.329
 3312 2112 3.42 0.329
 3312 3122 3.42 0.329
 3312 3222 3.42 0.329
 3312 3212 3.42 0.329
 3312 3112 3.42 0.329
 3312 2224 3.42 0.329
 3312 2114 3.42 0.329
 3312 1114 3.42 0.329
 3312 2214 3.42 0.329
 3312 3322 3.42 0.329
 3312 3312 3.42 0.329
 3312 3224 3.42 0.329
 3312 3214 3.42 0.329
 3312 3114 3.42 0.329
 3312 13122 3.42 0.329
 3312 12212 3.42 0.329
 3312 12112 3.42 0.329
 3312 2124 3.42 0.329
 3312 1214 3.42 0.329
 3312 3124 3.42 0.329
 3312 22212 3.42 0.329
 3312 22112 3.42 0.329
 3312 3324 3.42 0.329
 3312 3314 3.42 0.329
 3312 32214 3.42 0.329
 3312 31114 3.42 0.329
 3312 32114 3.42 0.329
 3312 32224 3.42 0.329
 3312 23122 3.42 0.329
 3312 2122 3.42 0.329
 3312 1212 3.42 0.329
 3312 2222 3.42 0.329
 3312 1112 3.42 0.329
 3312 32212 3.42 0.329
 3312 32112 3.42 0.329
 3312 13212 3.42 0.329
 3312 13222 3.42 0.329
 3312 13112 3.42 0.329
 3312 3334 3.42 0.329
 3312 33122 3.42 0.329
 3312 2116 3.42 0.329
 3312 13224 3.42 0.329
 3312 13214 3.42 0.329
 3312 13114 3.42 0.329
 3312 2216 3.42 0.329
 3312 12116 3.42 0.329
 3312 12216 3.42 0.329
 3312 203312 3.42 0.329
 3312 203322 3.42 0.329
 3312 13124 3.42 0.329
 3312 12114 3.42 0.329
 3312 12214 3.42 0.329
 3312 12224 3.42 0.329
 3312 42112 3.42 0.329
 3312 42212 3.42 0.329
 3312 11114 3.42 0.329
 3312 32124 3.42 0.329
 3312 31214 3.42 0.329
 3312 22124 3.42 0.329
 3312 21214 3.42 0.329
 3312 23222 3.42 0.329
 3312 23212 3.42 0.329
 3312 23112 3.42 0.329
 3312 3216 3.42 0.329
 3312 3226 3.42 0.329
 3312 3116 3.42 0.329
 3312 53122 3.42 0.329
 3312 43122 3.42 0.329
 3312 3126 3.42 0.329
 3312 13314 3.42 0.329
 3312 13324 3.42 0.329
 3312 13126 3.42 0.329
 3312 12122 3.42 0.329
 3312 12222 3.42 0.329
 3312 11112 3.42 0.329
 3312 11212 3.42 0.329
 3312 9902114 3.42 0.329
 3312 9902214 3.42 0.329
 3312 1000010020 3.28946 0
 3312 9902112 3.42 0.329
 3312 2226 3.42 0.329
 3312 9902212 3.42 0.329
 3312 1216 3.42 0.329
 3312 2126 3.42 0.329
 3312 1116 3.42 0.329
 3312 23124 3.42 0.329
 3312 9912112 3.42 0.329
 3312 9912212 3.42 0.329
 3312 21112 3.42 0.329
 3312 21212 3.42 0.329
 3312 22122 3.42 0.329
 3312 22222 3.42 0.329
 3312 23224 3.42 0.329
 3312 23114 3.42 0.329
 3312 23214 3.42 0.329
 3312 13116 3.42 0.329
 3312 13216 3.42 0.329
 3312 13226 3.42 0.329
 3312 22114 3.42 0.329
 3312 21114 3.42 0.329
 3312 9912214 3.42 0.329
 3312 9912114 3.42 0.329
 3312 22224 3.42 0.329
 3312 22214 3.42 0.329
 3312 2228 3.42 0.329
 3312 2218 3.42 0.329
 3312 2118 3.42 0.329
 3312 1118 3.42 0.329
 3312 12226 3.42 0.329
 3312 12126 3.42 0.329
 3312 11216 3.42 0.329
 3312 11116 3.42 0.329
 3312 103316 3.42 0.329
 3312 103326 3.42 0.329
 3312 9903334 3.42 0.329
 3312 203326 3.42 0.329
 3312 203316 3.42 0.329
 3312 3118 3.42 0.329
 3312 3228 3.42 0.329
 3312 3218 3.42 0.329
 3312 1010010020 3.28946 0
 3312 1010000020 3.28946 0
 3312 23126 3.42 0.329
 3312 9922212 3.42 0.329
 3312 9902116 3.42 0.329
 3312 9922112 3.42 0.329
 3312 3128 3.42 0.329
 3312 9902216 3.42 0.329
 3312 9922214 3.42 0.329
 3312 9922114 3.42 0.329
 3312 1218 3.42 0.329
 3312 2128 3.42 0.329
 3312 9901118 3.42 0.329
 3312 9901218 3.42 0.329
 3312 9902128 3.42 0.329
 3312 9902228 3.42 0.329
 3312 99022110 3.42 0.329
 3312 99021110 3.42 0.329
 3312 1020000020 3.28946 0
 3312 33224 3.42 0.329
 3312 1020010020 3.28946 0
 3312 33214 3.42 0.329
 3312 33114 3.42 0.329
 3312 203338 3.42 0.329
 3312 99121110 3.42 0.329
 3312 99122110 3.42 0.329
 3312 4122 3.42 0.329
 3312 99031210 3.42 0.329
 3312 99011112 3.42 0.329
 3312 99012112 3.42 0.329
 3312 99022212 3.42 0.329
 3312 99021212 3.42 0.329
 3312 4212 3.42 0.329
 3312 4112 3.42 0.329
 3312 4222 3.42 0.329
 3312 4232 3.42 0.329
 3312 4132 3.42 0.329
 3312 4214 3.42 0.329
 3312 4224 3.42 0.329
 3312 4114 3.42 0.329
 3312 4322 3.42 0.329
 3312 4312 3.42 0.329
 3312 14122 3.42 0.329
 3312 99021112 3.42 0.329
 3312 99022112 3.42 0.329
 3312 1030000020 3.28946 0
 3312 1040000020 3.28946 0
 3312 104122 3.42 0.329
 3312 4324 3.42 0.329
 3312 4314 3.42 0.329
 3312 4332 3.42 0.329
 3312 4334 3.42 0.329
 3312 104324 3.42 0.329
 3312 104314 3.42 0.329
 3312 1000020030 3.1137 0
 3312 1000010030 3.1137 0
 3312 104322 3.42 0.329
 3312 104312 3.42 0.329
 3312 204126 3.42 0.329
 3312 1010010030 3.1137 0
 3312 1000020040 2.96202 0
 3312 100002004001 2.96202 0
 3312 100002004002 2.96202 0
 3312 100002004003 2.96202 0
 3312 100002004004 2.96202 0
 3312 1000030040 2.96202 0
 3312 100002004005 2.96202 0
 3312 100003004001 2.96202 0
 3312 100002004006 2.96202 0
 3312 1000010040 2.96202 0
 3312 101001004001 2.96202 0
 3312 100002004007 2.96202 0
 3312 100003004002 2.96202 0
 3312 100002004008 2.96202 0
 3312 100003004003 2.96202 0
 3312 101001004002 2.96202 0
 3312 101001004003 2.96202 0
 3312 100002004009 2.96202 0
 3312 100002004010 2.96202 0
 3312 100002004011 2.96202 0
 3312 100002004012 2.96202 0
 3312 100002004013 2.96202 0
 3312 100002004014 2.96202 0
 3312 100002004015 2.96202 0
 3312 1010020040 2.96202 0
 3312 1010010040 2.96202 0
 3312 1000030050 2.83603 0
 3312 1000020050 2.83603 0
 3312 100003005001 2.83603 0
 3312 100002005001 2.83603 0
 3312 10000305002 2.83603 0
 3312 100002005002 2.83603 0
 3312 1000010050 2.83603 0
 3312 1010020050 2.83603 0
 -3312 -2212 3.42 0.329
 -3312 -2112 3.42 0.329
 -3312 -3122 3.42 0.329
 -3312 -3222 3.42 0.329
 -3312 -3212 3.42 0.329
 -3312 -3112 3.42 0.329
 -3312 -2114 3.42 0.329
 -3312 -1114 3.42 0.329
 -3312 -2224 3.42 0.329
 -3312 -2214 3.42 0.329
 -3312 -3322 3.42 0.329
 -3312 -3312 3.42 0.329
 -3312 -3224 3.42 0.329
 -3312 -3214 3.42 0.329
 -3312 -3114 3.42 0.329
 -3312 -13122 3.42 0.329
 -3312 -12112 3.42 0.329
 -3312 -12212 3.42 0.329
 -3312 -1214 3.42 0.329
 -3312 -2124 3.42 0.329
 -3312 -3124 3.42 0.329
 -3312 -22112 3.42 0.329
 -3312 -22212 3.42 0.329
 -3312 -3324 3.42 0.329
 -3312 -3314 3.42 0.329
 -3312 -32114 3.42 0.329
 -3312 -31114 3.42 0.329
 -3312 -32224 3.42 0.329
 -3312 -32214 3.42 0.329
 -3312 -23122 3.42 0.329
 -3312 -2222 3.42 0.329
 -3312 -1112 3.42 0.329
 -3312 -2122 3.42 0.329
 -3312 -1212 3.42 0.329
 -3312 -32212 3.42 0.329
 -3312 -32112 3.42 0.329
 -3312 -13212 3.42 0.329
 -3312 -13112 3.42 0.329
 -3312 -13222 3.42 0.329
 -3312 -3334 3.42 0.329
 -3312 -33122 3.42 0.329
 -3312 -13114 3.42 0.329
 -3312 -13224 3.42 0.329
 -3312 -13214 3.42 0.329
 -3312 -2116 3.42 0.329
 -3312 -2216 3.42 0.329
 -3312 -12116 3.42 0.329
 -3312 -12216 3.42 0.329
 -3312 -13124 3.42 0.329
 -3312 -203322 3.42 0.329
 -3312 -203312 3.42 0.329
 -3312 -12114 3.42 0.329
 -3312 -12214 3.42 0.329
 -3312 -42112 3.42 0.329
 -3312 -42212 3.42 0.329
 -3312 -12224 3.42 0.329
 -3312 -11114 3.42 0.329
 -3312 -32124 3.42 0.329
 -3312 -22124 3.42 0.329
 -3312 -21214 3.42 0.329
 -3312 -31214 3.42 0.329
 -3312 -23212 3.42 0.329
 -3312 -23112 3.42 0.329
 -3312 -23222 3.42 0.329
 -3312 -3116 3.42 0.329
 -3312 -3216 3.42 0.329
 -3312 -3226 3.42 0.329
 -3312 -53122 3.42 0.329
 -3312 -43122 3.42 0.329
 -3312 -3126 3.42 0.329
 -3312 -13314 3.42 0.329
 -3312 -13324 3.42 0.329
 -3312 -13126 3.42 0.329
 -3312 -11212 3.42 0.329
 -3312 -12122 3.42 0.329
 -3312 -11112 3.42 0.329
 -3312 -12222 3.42 0.329
 -3312 -9902114 3.42 0.329
 -3312 -9902214 3.42 0.329
 -3312 -1000010020 3.28946 0
 -3312 -2126 3.42 0.329
 -3312 -9902112 3.42 0.329
 -3312 -1216 3.42 0.329
 -3312 -1116 3.42 0.329
 -3312 -9902212 3.42 0.329
 -3312 -2226 3.42 0.329
 -3312 -23124 3.42 0.329
 -3312 -9912112 3.42 0.329
 -3312 -9912212 3.42 0.329
 -3312 -22222 3.42 0.329
 -3312 -21212 3.42 0.329
 -3312 -21112 3.42 0.329
 -3312 -22122 3.42 0.329
 -3312 -23214 3.42 0.329
 -3312 -23224 3.42 0.329
 -3312 -23114 3.42 0.329
 -3312 -13116 3.42 0.329
 -3312 -13226 3.42 0.329
 -3312 -13216 3.42 0.329
 -3312 -21114 3.42 0.329
 -3312 -22114 3.42 0.329
 -3312 -22224 3.42 0.329
 -3312 -9912214 3.42 0.329
 -3312 -9912114 3.42 0.329
 -3312 -22214 3.42 0.329
 -3312 -2228 3.42 0.329
 -3312 -2218 3.42 0.329
 -3312 -2118 3.42 0.329
 -3312 -1118 3.42 0.329
 -3312 -103326 3.42 0.329
 -3312 -12226 3.42 0.329
 -3312 -12126 3.42 0.329
 -3312 -11216 3.42 0.329
 -3312 -11116 3.42 0.329
 -3312 -103316 3.42 0.329
 -3312 -9903334 3.42 0.329
 -3312 -203316 3.42 0.329
 -3312 -203326 3.42 0.329
 -3312 -3118 3.42 0.329
 -3312 -3228 3.42 0.329
 -3312 -3218 3.42 0.329
 -3312 -1010010020 3.28946 0
 -3312 -1010000020 3.28946 0
 -3312 -23126 3.42 0.329
 -3312 -9902116 3.42 0.329
 -3312 -9902216 3.42 0.329
 -3312 -9922212 3.42 0.329
 -3312 -3128 3.42 0.329
 -3312 -9922112 3.42 0.329
 -3312 -9922114 3.42 0.329
 -3312 -9922214 3.42 0.329
 -3312 -1218 3.42 0.329
 -3312 -2128 3.42 0.329
 -3312 -9901118 3.42 0.329
 -3312 -9901218 3.42 0.329
 -3312 -9902128 3.42 0.329
 -3312 -9902228 3.42 0.329
 -3312 -99022110 3.42 0.329
 -3312 -99021110 3.42 0.329
 -3312 -1020000020 3.28946 0
 -3312 -33224 3.42 0.329
 -3312 -1020010020 3.28946 0
 -3312 -33214 3.42 0.329
 -3312 -33114 3.42 0.329
 -3312 -203338 3.42 0.329
 -3312 -99121110 3.42 0.329
 -3312 -99122110 3.42 0.329
 -3312 -4122 3.42 0.329
 -3312 -99031210 3.42 0.329
 -3312 -99021212 3.42 0.329
 -3312 -99012112 3.42 0.329
 -3312 -99011112 3.42 0.329
 -3312 -99022212 3.42 0.329
 -3312 -4212 3.42 0.329
 -3312 -4112 3.42 0.329
 -3312 -4222 3.42 0.329
 -3312 -4232 3.42 0.329
 -3312 -4132 3.42 0.329
 -3312 -4214 3.42 0.329
 -3312 -4224 3.42 0.329
 -3312 -4114 3.42 0.329
 -3312 -4322 3.42 0.329
 -3312 -4312 3.42 0.329
 -3312 -14122 3.42 0.329
 -3312 -99022112 3.42 0.329
 -3312 -99021112 3.42 0.329
 -3312 -1030000020 3.28946 0
 -3312 -1040000020 3.28946 0
 -3312 -104122 3.42 0.329
 -3312 -4324 3.42 0.329
 -3312 -4314 3.42 0.329
 -3312 -4332 3.42 0.329
 -3312 -4334 3.42 0.329
 -3312 -104324 3.42 0.329
 -3312 -104314 3.42 0.329
 -3312 -1000020030 3.1137 0
 -3312 -1000010030 3.1137 0
 -3312 -104322 3.42 0.329
 -3312 -104312 3.42 0.329
 -3312 -204126 3.42 0.329
 -3312 -1010010030 3.1137 0
 -3312 -1000020040 2.96202 0
 -3312 -100002004001 2.96202 0
 -3312 -100002004002 2.96202 0
 -3312 -100002004003 2.96202 0
 -3312 -100002004004 2.96202 0
 -3312 -1000030040 2.96202 0
 -3312 -100002004005 2.96202 0
 -3312 -100003004001 2.96202 0
 -3312 -100002004006 2.96202 0
 -3312 -1000010040 2.96202 0
 -3312 -101001004001 2.96202 0
 -3312 -100002004007 2.96202 0
 -3312 -100003004002 2.96202 0
 -3312 -100002004008 2.96202 0
 -3312 -100003004003 2.96202 0
 -3312 -101001004002 2.96202 0
 -3312 -101001004003 2.96202 0
 -3312 -100002004009 2.96202 0
 -3312 -100002004010 2.96202 0
 -3312 -100002004011 2.96202 0
 -3312 -100002004012 2.96202 0
 -3312 -100002004013 2.96202 0
 -3312 -100002004014 2.96202 0
 -3312 -100002004015 2.96202 0
 -3312 -1010020040 2.96202 0
 -3312 -1010010040 2.96202 0
 -3312 -1000030050 2.83603 0
 -3312 -1000020050 2.83603 0
 -3312 -100003005001 2.83603 0
 -3312 -100002005001 2.83603 0
 -3312 -10000305002 2.83603 0
 -3312 -100002005002 2.83603 0
 -3312 -1000010050 2.83603 0
 -3312 -1010020050 2.83603 0
 -3224 -2212 3.42 0.329
 -3224 -2112 3.42 0.329
 -3224 -3122 3.42 0.329
 -3224 -3222 3.42 0.329
 -3224 -3212 3.42 0.329
 -3224 -3112 3.42 0.329
 -3224 -2114 3.42 0.329
 -3224 -1114 3.42 0.329
 -3224 -2224 3.42 0.329
 -3224 -2214 3.42 0.329
 -3224 -3322 3.42 0.329
 -3224 -3312 3.42 0.329
 -3224 -3224 3.42 0.329
 -3224 -3214 3.42 0.329
 -3224 -3114 3.42 0.329
 -3224 -13122 3.42 0.329
 -3224 -12112 3.42 0.329
 -3224 -12212 3.42 0.329
 -3224 -1214 3.42 0.329
 -3224 -2124 3.42 0.329
 -3224 -3124 3.42 0.329
 -3224 -22112 3.42 0.329
 -3224 -22212 3.42 0.329
 -3224 -3324 3.42 0.329
 -3224 -3314 3.42 0.329
 -3224 -32114 3.42 0.329
 -3224 -31114 3.42 0.329
 -3224 -32224 3.42 0.329
 -3224 -32214 3.42 0.329
 -3224 -23122 3.42 0.329
 -3224 -2222 3.42 0.329
 -3224 -1112 3.42 0.329
 -3224 -2122 3.42 0.329
 -3224 -1212 3.42 0.329
 -3224 -32212 3.42 0.329
 -3224 -32112 3.42 0.329
 -3224 -13212 3.42 0.329
 -3224 -13112 3.42 0.329
 -3224 -13222 3.42 0.329
 -3224 -3334 3.42 0.329
 -3224 -33122 3.42 0.329
 -3224 -13114 3.42 0.329
 -3224 -13224 3.42 0.329
 -3224 -13214 3.42 0.329
 -3224 -2116 3.42 0.329
 -3224 -2216 3.42 0.329
 -3224 -12116 3.42 0.329
 -3224 -12216 3.42 0.329
 -3224 -13124 3.42 0.329
 -3224 -203322 3.42 0.329
 -3224 -203312 3.42 0.329
 -3224 -12114 3.42 0.329
 -3224 -12214 3.42 0.329
 -3224 -42112 3.42 0.329
 -3224 -42212 3.42 0.329
 -3224 -12224 3.42 0.329
 -3224 -11114 3.42 0.329
 -3224 -32124 3.42 0.329
 -3224 -22124 3.42 0.329
 -3224 -21214 3.42 0.329
 -3224 -31214 3.42 0.329
 -3224 -23212 3.42 0.329
 -3224 -23112 3.42 0.329
 -3224 -23222 3.42 0.329
 -3224 -3116 3.42 0.329
 -3224 -3216 3.42 0.329
 -3224 -3226 3.42 0.329
 -3224 -53122 3.42 0.329
 -3224 -43122 3.42 0.329
 -3224 -3126 3.42 0.329
 -3224 -13314 3.42 0.329
 -3224 -13324 3.42 0.329
 -3224 -13126 3.42 0.329
 -3224 -11212 3.42 0.329
 -3224 -12122 3.42 0.329
 -3224 -11112 3.42 0.329
 -3224 -12222 3.42 0.329
 -3224 -9902114 3.42 0.329
 -3224 -9902214 3.42 0.329
 -3224 -1000010020 3.28946 0
 -3224 -2126 3.42 0.329
 -3224 -9902112 3.42 0.329
 -3224 -1216 3.42 0.329
 -3224 -1116 3.42 0.329
 -3224 -9902212 3.42 0.329
 -3224 -2226 3.42 0.329
 -3224 -23124 3.42 0.329
 -3224 -9912112 3.42 0.329
 -3224 -9912212 3.42 0.329
 -3224 -22222 3.42 0.329
 -3224 -21212 3.42 0.329
 -3224 -21112 3.42 0.329
 -3224 -22122 3.42 0.329
 -3224 -23214 3.42 0.329
 -3224 -23224 3.42 0.329
 -3224 -23114 3.42 0.329
 -3224 -13116 3.42 0.329
 -3224 -13226 3.42 0.329
 -3224 -13216 3.42 0.329
 -3224 -21114 3.42 0.329
 -3224 -22114 3.42 0.329
 -3224 -22224 3.42 0.329
 -3224 -9912214 3.42 0.329
 -3224 -9912114 3.42 0.329
 -3224 -22214 3.42 0.329
 -3224 -2228 3.42 0.329
 -3224 -2218 3.42 0.329
 -3224 -2118 3.42 0.329
 -3224 -1118 3.42 0.329
 -3224 -103326 3.42 0.329
 -3224 -12226 3.42 0.329
 -3224 -12126 3.42 0.329
 -3224 -11216 3.42 0.329
 -3224 -11116 3.42 0.329
 -3224 -103316 3.42 0.329
 -3224 -9903334 3.42 0.329
 -3224 -203316 3.42 0.329
 -3224 -203326 3.42 0.329
 -3224 -3118 3.42 0.329
 -3224 -3228 3.42 0.329
 -3224 -3218 3.42 0.329
 -3224 -1010010020 3.28946 0
 -3224 -1010000020 3.28946 0
 -3224 -23126 3.42 0.329
 -3224 -9902116 3.42 0.329
 -3224 -9902216 3.42 0.329
 -3224 -9922212 3.42 0.329
 -3224 -3128 3.42 0.329
 -3224 -9922112 3.42 0.329
 -3224 -9922114 3.42 0.329
 -3224 -9922214 3.42 0.329
 -3224 -1218 3.42 0.329
 -3224 -2128 3.42 0.329
 -3224 -9901118 3.42 0.329
 -3224 -9901218 3.42 0.329
 -3224 -9902128 3.42 0.329
 -3224 -9902228 3.42 0.329
 -3224 -99022110 3.42 0.329
 -3224 -99021110 3.42 0.329
 -3224 -1020000020 3.28946 0
 -3224 -33224 3.42 0.329
 -3224 -1020010020 3.28946 0
 -3224 -33214 3.42 0.329
 -3224 -33114 3.42 0.329
 -3224 -203338 3.42 0.329
 -3224 -99121110 3.42 0.329
 -3224 -99122110 3.42 0.329
 -3224 -4122 3.42 0.329
 -3224 -99031210 3.42 0.329
 -3224 -99021212 3.42 0.329
 -3224 -99012112 3.42 0.329
 -3224 -99011112 3.42 0.329
 -3224 -99022212 3.42 0.329
 -3224 -4212 3.42 0.329
 -3224 -4112 3.42 0.329
 -3224 -4222 3.42 0.329
 -3224 -4232 3.42 0.329
 -3224 -4132 3.42 0.329
 -3224 -4214 3.42 0.329
 -3224 -4224 3.42 0.329
 -3224 -4114 3.42 0.329
 -3224 -4322 3.42 0.329
 -3224 -4312 3.42 0.329
